"order_id","customer_id","order_date","shipping_city","shipping_state","shipping_region","shipping_country","shipping_postal_code","shipping_date","shipping_mode","order_details_id","product_id","quantity","order_discount","order_profits","order_profit_ratio","order_sales","customer_name","customer_segment","product_name","product_category","product_subcategory","product_manufacturer"
"CA-2018-112900","442","2018-04-09 00:00:00","Detroit","Michigan","Central","United States","48205","2018-04-12 00:00:00","Second Class","6117","707","8","0","220","0.46","478","Ken Lonsdale","Consumer","GBC Recycled Regency Composition Covers","Office Supplies","Binders","GBC"
"CA-2018-112956","768","2018-08-21 00:00:00","Columbia","Maryland","East","United States","21044","2018-08-27 00:00:00","Standard Class","6118","492","2","0","9","0.34","25","Tracy Hopkins","Home Office","DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7","Furniture","Furnishings","DAX"
"CA-2018-112956","768","2018-08-21 00:00:00","Columbia","Maryland","East","United States","21044","2018-08-27 00:00:00","Standard Class","6119","1446","4","0","31","0.34","92","Tracy Hopkins","Home Office","Seth Thomas 12"" Clock w/ Goldtone Case","Furniture","Furnishings","Seth Thomas"
"CA-2018-112956","768","2018-08-21 00:00:00","Columbia","Maryland","East","United States","21044","2018-08-27 00:00:00","Standard Class","6120","1678","5","0","133","0.48","277","Tracy Hopkins","Home Office","Xerox 1888","Office Supplies","Paper","Xerox"
"CA-2018-112984","278","2018-09-16 00:00:00","Philadelphia","Pennsylvania","East","United States","19143","2018-09-18 00:00:00","Second Class","6121","1721","6","0.2","6","0.31","21","Evan Henry","Consumer","Xerox 1927","Office Supplies","Paper","Xerox"
"CA-2018-113075","539","2018-09-02 00:00:00","Chicago","Illinois","Central","United States","60623","2018-09-06 00:00:00","Standard Class","6122","967","3","0.2","-7","-0.18","41","Mick Crebagga","Consumer","Kingston Digital DataTraveler 32GB USB 2.0","Technology","Accessories","Kingston"
"CA-2018-113208","535","2018-03-26 00:00:00","Dearborn","Michigan","Central","United States","48126","2018-04-02 00:00:00","Standard Class","6123","416","3","0","23","0.38","61","Michelle Lonsdale","Corporate","Career Cubicle Clock, 8 1/4"", Black","Furniture","Furnishings","Other"
"CA-2018-113278","317","2018-01-14 00:00:00","Richmond","Indiana","Central","United States","47374","2018-01-20 00:00:00","Standard Class","6124","276","2","0","0","0.04","3","Hallie Redmond","Home Office","Bagged Rubber Bands","Office Supplies","Fasteners","Other"
"CA-2018-113278","317","2018-01-14 00:00:00","Richmond","Indiana","Central","United States","47374","2018-01-20 00:00:00","Standard Class","6125","1669","1","0","6","0.49","11","Hallie Redmond","Home Office","Xerox 188","Office Supplies","Paper","Xerox"
"CA-2018-113278","317","2018-01-14 00:00:00","Richmond","Indiana","Central","United States","47374","2018-01-20 00:00:00","Standard Class","6126","924","4","0","3","0.21","12","Hallie Redmond","Home Office","Imation USB 2.0 Swivel Flash Drive USB flash drive - 4 GB - Pink","Technology","Accessories","Imation"
"CA-2018-113278","317","2018-01-14 00:00:00","Richmond","Indiana","Central","United States","47374","2018-01-20 00:00:00","Standard Class","6127","485","2","0","9","0.45","19","Hallie Redmond","Home Office","DAX Charcoal/Nickel-Tone Document Frame, 5 x 7","Furniture","Furnishings","DAX"
"CA-2018-113278","317","2018-01-14 00:00:00","Richmond","Indiana","Central","United States","47374","2018-01-20 00:00:00","Standard Class","6128","1503","2","0","5","0.28","19","Hallie Redmond","Home Office","Staple magnet","Office Supplies","Storage","Staple magnet"
"CA-2018-113278","317","2018-01-14 00:00:00","Richmond","Indiana","Central","United States","47374","2018-01-20 00:00:00","Standard Class","6129","1545","5","0","18","0.26","67","Hallie Redmond","Home Office","Tenex Personal Project File with Scoop Front Design, Black","Office Supplies","Storage","Tenex"
"CA-2018-113278","317","2018-01-14 00:00:00","Richmond","Indiana","Central","United States","47374","2018-01-20 00:00:00","Standard Class","6130","147","4","0","1","0.02","68","Hallie Redmond","Home Office","ARKON Windshield Dashboard Air Vent Car Mount Holder","Technology","Phones","Other"
"CA-2018-113278","317","2018-01-14 00:00:00","Richmond","Indiana","Central","United States","47374","2018-01-20 00:00:00","Standard Class","6131","1096","4","0","70","0.44","160","Hallie Redmond","Home Office","Microsoft Sculpt Comfort Mouse","Technology","Accessories","Microsoft"
"CA-2018-113355","680","2018-12-01 00:00:00","Grand Prairie","Texas","Central","United States","75051","2018-12-05 00:00:00","Standard Class","6132","440","5","0.2","25","0.11","220","Sarah Jordon","Consumer","Cisco SPA112 2 Port Phone Adapter","Technology","Phones","Cisco"
"CA-2018-113355","680","2018-12-01 00:00:00","Grand Prairie","Texas","Central","United States","75051","2018-12-05 00:00:00","Standard Class","6133","529","3","0.3","-18","-0.06","317","Sarah Jordon","Consumer","DMI Arturo Collection Mission-style Design Wood Chair","Furniture","Chairs","DMI"
"CA-2018-113418","176","2018-10-01 00:00:00","New York City","New York","East","United States","10035","2018-10-03 00:00:00","First Class","6134","653","11","0","767","0.45","1705","Corinna Mitchell","Home Office","Fellowes Powershred HS-440 4-Sheet High Security Shredder","Technology","Machines","Fellowes"
"CA-2018-113453","143","2018-10-21 00:00:00","Philadelphia","Pennsylvania","East","United States","19143","2018-10-28 00:00:00","Standard Class","6135","52","3","0.2","-4","-0.06","71","Charles McCrossin","Consumer","Acco Perma 2700 Stacking Storage Drawers","Office Supplies","Storage","Acco"
"CA-2018-113453","143","2018-10-21 00:00:00","Philadelphia","Pennsylvania","East","United States","19143","2018-10-28 00:00:00","Standard Class","6136","1100","2","0.4","-77","-0.23","330","Charles McCrossin","Consumer","Mitel MiVoice 5330e IP Phone","Technology","Phones","Mitel"
"CA-2018-113460","425","2018-11-07 00:00:00","Clinton","Maryland","East","United States","20735","2018-11-09 00:00:00","Second Class","6137","756","3","0","44","0.16","273","Katherine Nockton","Corporate","Global Highback Leather Tilter in Burgundy","Furniture","Chairs","Global"
"CA-2018-113474","764","2018-03-30 00:00:00","Oklahoma City","Oklahoma","Central","United States","73120","2018-03-31 00:00:00","First Class","6138","1112","2","0","150","0.46","326","Tony Molinari","Consumer","Multimedia Mailers","Office Supplies","Envelopes","Other"
"CA-2018-113481","3","2018-01-02 00:00:00","Jacksonville","North Carolina","South","United States","28540","2018-01-04 00:00:00","First Class","6139","178","5","0.7","-13","-0.8","16","Aaron Smayling","Corporate","Avery 3 1/2"" Diskette Storage Pages, 10/Pack","Office Supplies","Binders","Avery"
"CA-2018-113481","3","2018-01-02 00:00:00","Jacksonville","North Carolina","South","United States","28540","2018-01-04 00:00:00","First Class","6140","266","6","0.7","-21","-0.73","29","Aaron Smayling","Corporate","Avery Recycled Flexi-View Covers for Binding Systems","Office Supplies","Binders","Avery"
"CA-2018-113481","3","2018-01-02 00:00:00","Jacksonville","North Carolina","South","United States","28540","2018-01-04 00:00:00","First Class","6141","433","2","0.5","-28","-0.04","696","Aaron Smayling","Corporate","Cisco CP-7937G Unified IP Conference Station Phone","Technology","Machines","Cisco"
"CA-2018-113530","75","2018-05-19 00:00:00","San Francisco","California","West","United States","94109","2018-05-21 00:00:00","Second Class","6142","1124","2","0","1","0.29","4","Becky Castell","Home Office","Newell 310","Office Supplies","Art","Newell"
"CA-2018-113530","75","2018-05-19 00:00:00","San Francisco","California","West","United States","94109","2018-05-21 00:00:00","Second Class","6143","1128","1","0","1","0.25","6","Becky Castell","Home Office","Newell 314","Office Supplies","Art","Newell"
"CA-2018-113530","75","2018-05-19 00:00:00","San Francisco","California","West","United States","94109","2018-05-21 00:00:00","Second Class","6144","1406","1","0","11","0.3","36","Becky Castell","Home Office","SanDisk Cruzer 64 GB USB Flash Drive","Technology","Accessories","SanDisk"
"CA-2018-113530","75","2018-05-19 00:00:00","San Francisco","California","West","United States","94109","2018-05-21 00:00:00","Second Class","6145","1457","12","0.2","43","0.06","681","Becky Castell","Home Office","Situations Contoured Folding Chairs, 4/Set","Furniture","Chairs","Other"
"CA-2018-113558","585","2018-10-21 00:00:00","Lakeland","Florida","South","United States","33801","2018-10-26 00:00:00","Standard Class","6146","566","3","0.2","5","0.11","46","Patricia Hirasaki","Home Office","Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany","Furniture","Furnishings","Eldon"
"CA-2018-113558","585","2018-10-21 00:00:00","Lakeland","Florida","South","United States","33801","2018-10-26 00:00:00","Standard Class","6147","742","3","0.2","43","0.06","684","Patricia Hirasaki","Home Office","Global Commerce Series High-Back Swivel/Tilt Chairs","Furniture","Chairs","Global"
"CA-2018-113572","287","2018-11-07 00:00:00","New York City","New York","East","United States","10024","2018-11-11 00:00:00","Standard Class","6148","1065","4","0","3","0.32","8","Frank Preis","Consumer","Maxell CD-R Discs","Technology","Accessories","Maxell"
"CA-2018-113670","650","2018-10-15 00:00:00","Los Angeles","California","West","United States","90045","2018-10-17 00:00:00","First Class","6149","1712","5","0","100","0.49","205","Roland Schwarz","Corporate","Xerox 1919","Office Supplies","Paper","Xerox"
"CA-2018-113670","650","2018-10-15 00:00:00","Los Angeles","California","West","United States","90045","2018-10-17 00:00:00","First Class","6150","378","3","0.2","6","0.01","510","Roland Schwarz","Corporate","Bush Advantage Collection Round Conference Table","Furniture","Tables","Bush"
"CA-2018-113705","457","2018-03-27 00:00:00","Richmond","Virginia","South","United States","23223","2018-03-29 00:00:00","Second Class","6151","177","2","0","4","0.46","8","Lena Cacioppo","Consumer","Avery 05222 Permanent Self-Adhesive File Folder Labels for Typewriters, on Rolls, White, 250/Roll","Office Supplies","Labels","Avery"
"CA-2018-113705","457","2018-03-27 00:00:00","Richmond","Virginia","South","United States","23223","2018-03-29 00:00:00","Second Class","6152","130","4","0","8","0.46","18","Lena Cacioppo","Consumer","Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled","Office Supplies","Paper","Ampad"
"CA-2018-113705","457","2018-03-27 00:00:00","Richmond","Virginia","South","United States","23223","2018-03-29 00:00:00","Second Class","6153","691","2","0","9","0.5","18","Lena Cacioppo","Consumer","GBC Instant Index System for Binding Systems","Office Supplies","Binders","GBC"
"CA-2018-113705","457","2018-03-27 00:00:00","Richmond","Virginia","South","United States","23223","2018-03-29 00:00:00","Second Class","6154","1240","5","0","56","0.27","206","Lena Cacioppo","Consumer","Panasonic KX - TS880B Telephone","Technology","Phones","Panasonic"
"CA-2018-113705","457","2018-03-27 00:00:00","Richmond","Virginia","South","United States","23223","2018-03-29 00:00:00","Second Class","6155","365","2","0","58","0.2","292","Lena Cacioppo","Consumer","BPI Conference Tables","Furniture","Tables","Other"
"CA-2018-113705","457","2018-03-27 00:00:00","Richmond","Virginia","South","United States","23223","2018-03-29 00:00:00","Second Class","6156","420","3","0","10","0.03","333","Lena Cacioppo","Consumer","Carina Mini System Audio Rack, Model AR050B","Office Supplies","Storage","Carina"
"CA-2018-113873","427","2018-11-13 00:00:00","Dallas","Texas","Central","United States","75220","2018-11-19 00:00:00","Standard Class","6157","584","4","0.2","6","0.1","62","Katrina Edelman","Corporate","Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black","Office Supplies","Storage","Eldon"
"CA-2018-113873","427","2018-11-13 00:00:00","Dallas","Texas","Central","United States","75220","2018-11-19 00:00:00","Standard Class","6158","390","3","0.32","-27","-0.13","206","Katrina Edelman","Corporate","Bush Westfield Collection Bookcases, Fully Assembled","Furniture","Bookcases","Other"
"CA-2018-113908","425","2018-06-03 00:00:00","New York City","New York","East","United States","10011","2018-06-09 00:00:00","Standard Class","6159","1669","4","0","22","0.49","45","Katherine Nockton","Corporate","Xerox 188","Office Supplies","Paper","Xerox"
"CA-2018-113908","425","2018-06-03 00:00:00","New York City","New York","East","United States","10011","2018-06-09 00:00:00","Standard Class","6160","799","6","0","36","0.46","79","Katherine Nockton","Corporate","Hewlett-Packard 300S Scientific Calculator","Technology","Machines","Hewlett-Packard"
"CA-2018-113908","425","2018-06-03 00:00:00","New York City","New York","East","United States","10011","2018-06-09 00:00:00","Standard Class","6161","424","2","0.4","-115","-0.3","385","Katherine Nockton","Corporate","Chromcraft 48"" x 96"" Racetrack Double Pedestal Table","Furniture","Tables","Chromcraft"
"CA-2018-114055","540","2018-12-25 00:00:00","Huntsville","Alabama","South","United States","35810","2018-12-29 00:00:00","Second Class","6162","151","2","0","1","0.33","4","Mick Hernandez","Home Office","Assorted Color Push Pins","Office Supplies","Fasteners","Other"
"CA-2018-114055","540","2018-12-25 00:00:00","Huntsville","Alabama","South","United States","35810","2018-12-29 00:00:00","Second Class","6163","156","2","0","24","0.26","90","Mick Hernandez","Home Office","AT&T 17929 Lendline Telephone","Technology","Phones","AT&T"
"CA-2018-114055","540","2018-12-25 00:00:00","Huntsville","Alabama","South","United States","35810","2018-12-29 00:00:00","Second Class","6164","13","2","0","46","0.48","96","Mick Hernandez","Home Office","14-7/8 x 11 Blue Bar Computer Printout Paper","Office Supplies","Paper","Other"
"CA-2018-114055","540","2018-12-25 00:00:00","Huntsville","Alabama","South","United States","35810","2018-12-29 00:00:00","Second Class","6165","1708","6","0","302","0.48","629","Mick Hernandez","Home Office","Xerox 1915","Office Supplies","Paper","Xerox"
"CA-2018-114216","619","2018-09-02 00:00:00","Philadelphia","Pennsylvania","East","United States","19140","2018-09-06 00:00:00","Standard Class","6166","1366","3","0.2","4","0.34","12","Ralph Kennedy","Consumer","RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set","Office Supplies","Paper","Other"
"CA-2018-114258","254","2018-11-05 00:00:00","Dallas","Texas","Central","United States","75081","2018-11-10 00:00:00","Second Class","6167","1176","4","0.2","55","0.11","493","Elizabeth Moffitt","Corporate","Nortel Meridian M3904 Professional Digital phone","Technology","Phones","Nortel"
"CA-2018-114370","98","2018-03-14 00:00:00","Chicago","Illinois","Central","United States","60623","2018-03-17 00:00:00","Second Class","6168","1439","2","0.2","5","0.1","50","Brad Norvell","Corporate","Seidio BD2-HK3IPH5-BK DILEX Case and Holster Combo for Apple iPhone 5/5s - Black","Technology","Phones","Other"
"CA-2018-114412","32","2018-04-15 00:00:00","Concord","North Carolina","South","United States","28027","2018-04-20 00:00:00","Standard Class","6169","1764","3","0.2","5","0.35","16","Andrew Allen","Consumer","Xerox 1967","Office Supplies","Paper","Xerox"
"CA-2018-114440","766","2018-09-14 00:00:00","Jackson","Michigan","Central","United States","49201","2018-09-17 00:00:00","Second Class","6170","1532","3","0","9","0.46","19","Tracy Blumstein","Consumer","Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""","Office Supplies","Paper","Other"
"CA-2018-114524","259","2018-03-31 00:00:00","Chicago","Illinois","Central","United States","60623","2018-04-05 00:00:00","Second Class","6171","1459","13","0.8","-23","-1.7","13","Emily Grady","Consumer","SlimView Poly Binder, 3/8""","Office Supplies","Binders","Other"
"CA-2018-114552","239","2018-09-02 00:00:00","Cleveland","Ohio","East","United States","44105","2018-09-08 00:00:00","Standard Class","6172","549","3","0.2","4","0.28","15","Dorris liebe","Corporate","Eldon 200 Class Desk Accessories, Burgundy","Furniture","Furnishings","Eldon"
"CA-2018-114636","314","2018-08-25 00:00:00","Charlotte","North Carolina","South","United States","28205","2018-08-29 00:00:00","Standard Class","6173","1703","5","0.2","67","0.35","192","Guy Armstrong","Consumer","Xerox 1910","Office Supplies","Paper","Xerox"
"CA-2018-114804","68","2018-10-17 00:00:00","Modesto","California","West","United States","95351","2018-10-19 00:00:00","Second Class","6174","1248","1","0.2","5","0.09","53","Barry Französisch","Corporate","Panasonic KX-TG6844B Expandable Digital Cordless Telephone","Technology","Phones","Panasonic"
"CA-2018-115070","546","2018-04-10 00:00:00","Jacksonville","Florida","South","United States","32216","2018-04-14 00:00:00","Second Class","6175","57","3","0.7","-3","-0.7","4","Mitch Gastineau","Corporate","Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue","Office Supplies","Binders","Acco"
"CA-2018-115070","546","2018-04-10 00:00:00","Jacksonville","Florida","South","United States","32216","2018-04-14 00:00:00","Second Class","6176","1494","5","0.2","2","0.15","12","Mitch Gastineau","Corporate","Stackable Trays","Furniture","Furnishings","Other"
"CA-2018-115105","118","2018-02-06 00:00:00","New York City","New York","East","United States","10024","2018-02-11 00:00:00","Standard Class","6177","170","1","0.2","30","0.13","241","Bryan Davis","Consumer","Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors","Furniture","Bookcases","Atlantic"
"CA-2018-115119","695","2018-10-26 00:00:00","Lancaster","Pennsylvania","East","United States","17602","2018-10-30 00:00:00","Standard Class","6178","437","1","0.4","-13","-0.22","62","Shaun Chance","Corporate","Cisco Small Business SPA 502G VoIP phone","Technology","Phones","Cisco"
"CA-2018-115119","695","2018-10-26 00:00:00","Lancaster","Pennsylvania","East","United States","17602","2018-10-30 00:00:00","Standard Class","6179","1311","7","0.7","-65","-0.8","81","Shaun Chance","Corporate","Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""","Office Supplies","Binders","Other"
"CA-2018-115154","627","2018-01-08 00:00:00","Seattle","Washington","West","United States","98115","2018-01-11 00:00:00","First Class","6180","278","2","0","80","0.09","893","Ricardo Sperren","Corporate","Balt Solid Wood Round Tables","Furniture","Tables","Balt"
"CA-2018-115175","504","2018-08-07 00:00:00","San Jose","California","West","United States","95123","2018-08-12 00:00:00","Standard Class","6181","1682","5","0","115","0.47","245","Matt Collins","Consumer","Xerox 1891","Office Supplies","Paper","Xerox"
"CA-2018-115322","792","2018-05-11 00:00:00","New York City","New York","East","United States","10024","2018-05-16 00:00:00","Second Class","6182","1239","3","0","13","0.29","44","Zuschuss Carroll","Consumer","Panasonic KP-4ABK Battery-Operated Pencil Sharpener","Office Supplies","Art","Panasonic"
"CA-2018-115364","581","2018-06-26 00:00:00","San Diego","California","West","United States","92105","2018-07-02 00:00:00","Standard Class","6183","588","12","0","2","0.02","84","Olvera Toch","Consumer","Eldon Shelf Savers Cubes and Bins","Office Supplies","Storage","Eldon"
"CA-2018-115427","264","2018-12-30 00:00:00","Fairfield","California","West","United States","94533","2019-01-03 00:00:00","Standard Class","6184","414","2","0.2","5","0.33","14","Erica Bern","Corporate","Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl","Office Supplies","Binders","Cardinal"
"CA-2018-115427","264","2018-12-30 00:00:00","Fairfield","California","West","United States","94533","2019-01-03 00:00:00","Standard Class","6185","679","2","0.2","6","0.31","21","Erica Bern","Corporate","GBC Binding covers","Office Supplies","Binders","GBC"
"CA-2018-115448","534","2018-11-11 00:00:00","Knoxville","Tennessee","South","United States","37918","2018-11-14 00:00:00","First Class","6186","622","5","0.2","14","0.16","89","Michelle Huthwaite","Consumer","Executive Impressions 14"" Contract Wall Clock","Furniture","Furnishings","Executive Impressions"
"CA-2018-115546","31","2018-05-14 00:00:00","New York City","New York","East","United States","10035","2018-05-18 00:00:00","Standard Class","6187","1667","2","0","6","0.26","23","Amy Hunt","Consumer","X-Rack File for Hanging Folders","Office Supplies","Storage","Other"
"CA-2018-115546","31","2018-05-14 00:00:00","New York City","New York","East","United States","10035","2018-05-18 00:00:00","Standard Class","6188","775","3","0","135","0.25","540","Amy Hunt","Consumer","Google Nexus 5","Technology","Phones","Other"
"CA-2018-115602","241","2018-12-18 00:00:00","New York City","New York","East","United States","10009","2018-12-24 00:00:00","Standard Class","6189","1419","2","0","1","0.43","3","Doug Jacobs","Consumer","Sanford Pocket Accent Highlighters","Office Supplies","Art","Sanford"
"CA-2018-115602","241","2018-12-18 00:00:00","New York City","New York","East","United States","10009","2018-12-24 00:00:00","Standard Class","6190","1508","6","0","17","0.45","39","Doug Jacobs","Consumer","Staples in misc. colors","Office Supplies","Art","Staples in misc. colors"
"CA-2018-115602","241","2018-12-18 00:00:00","New York City","New York","East","United States","10009","2018-12-24 00:00:00","Standard Class","6191","1203","9","0.1","140","0.12","1142","Doug Jacobs","Consumer","Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back","Furniture","Chairs","Office Star"
"CA-2018-115602","241","2018-12-18 00:00:00","New York City","New York","East","United States","10009","2018-12-24 00:00:00","Standard Class","6192","953","13","0","511","0.3","1705","Doug Jacobs","Consumer","Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center","Office Supplies","Appliances","Kensington"
"CA-2018-115651","575","2018-07-09 00:00:00","Chicago","Illinois","Central","United States","60610","2018-07-12 00:00:00","First Class","6193","1325","5","0.2","3","0.34","9","Noel Staavos","Corporate","Quartet Alpha White Chalk, 12/Pack","Office Supplies","Art","Quartet"
"CA-2018-115651","575","2018-07-09 00:00:00","Chicago","Illinois","Central","United States","60610","2018-07-12 00:00:00","First Class","6194","300","9","0.8","-146","-2.5","58","Noel Staavos","Corporate","Belkin F9S820V06 8 Outlet Surge","Office Supplies","Appliances","Belkin"
"CA-2018-115777","242","2018-08-19 00:00:00","Lawrence","Massachusetts","East","United States","1841","2018-08-24 00:00:00","Standard Class","6195","1802","3","0","9","0.48","19","Doug O'Connell","Consumer","Xerox 200","Office Supplies","Paper","Xerox"
"CA-2018-115805","428","2018-07-31 00:00:00","Chicago","Illinois","Central","United States","60653","2018-07-31 00:00:00","Same Day","6196","1108","1","0.2","4","0.11","37","Katrina Willman","Consumer","Motorola L804","Technology","Phones","Motorola"
"CA-2018-115882","236","2018-09-14 00:00:00","Raleigh","North Carolina","South","United States","27604","2018-09-17 00:00:00","First Class","6197","1787","3","0.2","23","0.31","74","Dorothy Badders","Corporate","Xerox 1988","Office Supplies","Paper","Xerox"
"CA-2018-115882","236","2018-09-14 00:00:00","Raleigh","North Carolina","South","United States","27604","2018-09-17 00:00:00","First Class","6198","18","4","0.2","94","0.1","943","Dorothy Badders","Corporate","3.6 Cubic Foot Counter Height Office Refrigerator","Office Supplies","Appliances","Other"
"CA-2018-115931","376","2018-12-22 00:00:00","Carlsbad","New Mexico","West","United States","88220","2018-12-26 00:00:00","Standard Class","6199","515","3","0","1","0.26","4","Jim Mitchum","Corporate","Design Ebony Sketching Pencil","Office Supplies","Art","Other"
"CA-2018-115931","376","2018-12-22 00:00:00","Carlsbad","New Mexico","West","United States","88220","2018-12-26 00:00:00","Standard Class","6200","228","5","0","9","0.47","18","Jim Mitchum","Corporate","Avery 517","Office Supplies","Labels","Avery"
"CA-2018-115931","376","2018-12-22 00:00:00","Carlsbad","New Mexico","West","United States","88220","2018-12-26 00:00:00","Standard Class","6201","589","3","0","10","0.28","37","Jim Mitchum","Corporate","Eldon Simplefile Box Office","Office Supplies","Storage","Eldon"
"CA-2018-115931","376","2018-12-22 00:00:00","Carlsbad","New Mexico","West","United States","88220","2018-12-26 00:00:00","Standard Class","6202","912","4","0.2","7","0.1","67","Jim Mitchum","Corporate","iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4","Technology","Phones","Other"
"CA-2018-115994","87","2018-01-28 00:00:00","Costa Mesa","California","West","United States","92627","2018-01-31 00:00:00","Second Class","6203","492","3","0","13","0.34","38","Beth Thompson","Home Office","DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7","Furniture","Furnishings","DAX"
"CA-2018-115994","87","2018-01-28 00:00:00","Costa Mesa","California","West","United States","92627","2018-01-31 00:00:00","Second Class","6204","1006","3","0","26","0.11","240","Beth Thompson","Home Office","Logitech G13 Programmable Gameboard with LCD Display","Technology","Accessories","Logitech"
"CA-2018-116113","347","2018-10-02 00:00:00","Montgomery","Alabama","South","United States","36116","2018-10-06 00:00:00","Second Class","6205","1054","2","0","3","0.34","10","Jane Waco","Corporate","Master Caster Door Stop, Gray","Furniture","Furnishings","Master Caster"
"CA-2018-116127","678","2018-06-25 00:00:00","New York City","New York","East","United States","10024","2018-06-27 00:00:00","Second Class","6206","530","1","0.2","-5","-0.01","401","Sarah Brown","Consumer","DMI Eclipse Executive Suite Bookcases","Furniture","Bookcases","DMI"
"CA-2018-116204","783","2018-02-11 00:00:00","San Francisco","California","West","United States","94110","2018-02-14 00:00:00","Second Class","6207","55","7","0.2","8","0.36","21","Victoria Wilson","Corporate","Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue","Office Supplies","Binders","Acco"
"CA-2018-116225","728","2018-11-05 00:00:00","New York City","New York","East","United States","10009","2018-11-09 00:00:00","Standard Class","6208","601","5","0","172","0.44","391","Susan Vittorini","Consumer","Enermax Aurora Lite Keyboard","Technology","Accessories","Enermax"
"CA-2018-116288","92","2018-03-12 00:00:00","San Francisco","California","West","United States","94122","2018-03-17 00:00:00","Standard Class","6209","418","3","0","10","0.04","243","Bill Stewart","Corporate","Carina Double Wide Media Storage Towers in Natural & Black","Office Supplies","Storage","Carina"
"CA-2018-116358","414","2018-11-02 00:00:00","Overland Park","Kansas","Central","United States","66212","2018-11-06 00:00:00","Standard Class","6210","1507","3","0","9","0.5","18","Kalyca Meade","Corporate","Staples","Office Supplies","Fasteners","Other"
"CA-2018-116358","414","2018-11-02 00:00:00","Overland Park","Kansas","Central","United States","66212","2018-11-06 00:00:00","Standard Class","6211","329","6","0","9","0.33","28","Kalyca Meade","Corporate","Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set","Office Supplies","Art","Binney & Smith"
"CA-2018-116498","434","2018-05-30 00:00:00","San Diego","California","West","United States","92037","2018-06-03 00:00:00","Standard Class","6212","520","6","0","10","0.29","35","Kelly Andreada","Consumer","Dixon My First Ticonderoga Pencil, #2","Office Supplies","Art","Dixon"
"CA-2018-116519","181","2018-10-13 00:00:00","New York City","New York","East","United States","10009","2018-10-15 00:00:00","First Class","6213","172","5","0","253","0.28","905","Craig Reiter","Consumer","Avanti 4.4 Cu. Ft. Refrigerator","Office Supplies","Appliances","Avanti"
"CA-2018-116645","514","2018-11-30 00:00:00","Newark","Delaware","East","United States","19711","2018-12-04 00:00:00","Standard Class","6214","362","6","0","45","0.29","156","Max Engle","Consumer","BOSTON Ranger #55 Pencil Sharpener, Black","Office Supplies","Art","Boston"
"CA-2018-116680","604","2018-09-04 00:00:00","San Francisco","California","West","United States","94122","2018-09-06 00:00:00","Second Class","6215","67","6","0.2","4","0.33","13","Pete Kriz","Consumer","Acco Suede Grain Vinyl Round Ring Binder","Office Supplies","Binders","Acco"
"CA-2018-116680","604","2018-09-04 00:00:00","San Francisco","California","West","United States","94122","2018-09-06 00:00:00","Second Class","6216","383","8","0.2","92","0.06","1478","Pete Kriz","Consumer","Bush Cubix Conference Tables, Fully Assembled","Furniture","Tables","Bush"
"CA-2018-116715","783","2018-12-02 00:00:00","San Francisco","California","West","United States","94122","2018-12-05 00:00:00","First Class","6217","1759","2","0","4","0.45","9","Victoria Wilson","Corporate","Xerox 1962","Office Supplies","Paper","Xerox"
"CA-2018-116715","783","2018-12-02 00:00:00","San Francisco","California","West","United States","94122","2018-12-05 00:00:00","First Class","6218","1736","2","0","54","0.49","110","Victoria Wilson","Corporate","Xerox 1940","Office Supplies","Paper","Xerox"
"CA-2018-116715","783","2018-12-02 00:00:00","San Francisco","California","West","United States","94122","2018-12-05 00:00:00","First Class","6219","646","9","0","151","0.27","560","Victoria Wilson","Corporate","Fellowes Mobile File Cart, Black","Office Supplies","Storage","Fellowes"
"CA-2018-116855","57","2018-12-17 00:00:00","Chesapeake","Virginia","South","United States","23320","2018-12-21 00:00:00","Standard Class","6220","850","5","0","81","0.16","505","Arianne Irving","Consumer","Hon Valutask Swivel Chairs","Furniture","Chairs","Hon"
"CA-2018-116939","60","2018-09-25 00:00:00","Richmond","Virginia","South","United States","23223","2018-09-29 00:00:00","Standard Class","6221","1512","5","0","48","0.27","178","Arthur Gainer","Consumer","Steel Personal Filing/Posting Tote","Office Supplies","Storage","Other"
